growth_rate	epi_size	cell_definitions/cell_definition/phenotype/secretion/substrate/secretion_rate_epi_inter___div_inhib	microenvironment_setup/variable/physical_parameter_set/diffusion_coefficient___div_inhib	microenvironment_setup/variable/physical_parameter_set/decay_rate___div_inhib	cell_definitions/cell_definition/phenotype/death/model/death_rate_epi_inter___	[_'_c_e_l_l___r_u_l_e_'_,_ _'_1_'_,_ _'_5_'_]	[_'_c_e_l_l___r_u_l_e_'_,_ _'_2_'_,_ _'_5_'_]
9.134859e-03	1.639688e+02	5.595785e+02	1.382288e+03	8.105398e+01	6.365057e-04	2.328463e+00	3.261763e+00
9.134859e-03	1.639688e+02	2.183797e+02	1.382288e+03	8.105398e+01	6.365057e-04	2.328463e+00	3.261763e+00
9.134859e-03	1.639688e+02	5.595785e+02	6.004095e+02	8.105398e+01	6.365057e-04	2.328463e+00	3.261763e+00
9.134859e-03	1.639688e+02	5.595785e+02	1.382288e+03	6.463621e+01	6.365057e-04	2.328463e+00	3.261763e+00
5.780942e-02	1.663539e+02	5.595785e+02	1.382288e+03	8.105398e+01	1.477414e-04	2.328463e+00	3.261763e+00
9.134859e-03	1.639688e+02	5.595785e+02	1.382288e+03	8.105398e+01	6.365057e-04	3.460726e+00	3.261763e+00
9.134859e-03	1.639688e+02	5.595785e+02	1.382288e+03	8.105398e+01	6.365057e-04	2.328463e+00	1.440143e+00
5.780942e-02	1.663539e+02	5.595785e+02	6.004095e+02	6.463621e+01	1.477414e-04	3.460726e+00	1.440143e+00
5.780942e-02	1.663539e+02	2.183797e+02	1.382288e+03	6.463621e+01	1.477414e-04	3.460726e+00	1.440143e+00
5.780942e-02	1.663539e+02	2.183797e+02	6.004095e+02	8.105398e+01	1.477414e-04	3.460726e+00	1.440143e+00
9.134859e-03	1.639688e+02	2.183797e+02	6.004095e+02	6.463621e+01	6.365057e-04	3.460726e+00	1.440143e+00
5.780942e-02	1.663539e+02	2.183797e+02	6.004095e+02	6.463621e+01	1.477414e-04	2.328463e+00	1.440143e+00
5.780942e-02	1.663539e+02	2.183797e+02	6.004095e+02	6.463621e+01	1.477414e-04	3.460726e+00	3.261763e+00
5.780942e-02	1.663539e+02	2.183797e+02	6.004095e+02	6.463621e+01	1.477414e-04	3.460726e+00	1.440143e+00
1.152046e-02	1.640857e+02	9.381650e+01	6.576338e+02	2.738393e+01	4.290510e-04	9.660999e-01	1.334006e+00
1.152046e-02	1.640857e+02	7.902107e+02	6.576338e+02	2.738393e+01	4.290510e-04	9.660999e-01	1.334006e+00
1.152046e-02	1.640857e+02	9.381650e+01	1.359171e+03	2.738393e+01	4.290510e-04	9.660999e-01	1.334006e+00
1.152046e-02	1.640857e+02	9.381650e+01	6.576338e+02	1.938596e+01	4.290510e-04	9.660999e-01	1.334006e+00
9.134859e-03	1.639688e+02	9.381650e+01	6.576338e+02	2.738393e+01	5.827294e-04	9.660999e-01	1.334006e+00
1.152046e-02	1.640857e+02	9.381650e+01	6.576338e+02	2.738393e+01	4.290510e-04	1.109770e+00	1.334006e+00
1.152046e-02	1.640857e+02	9.381650e+01	6.576338e+02	2.738393e+01	4.290510e-04	9.660999e-01	2.054484e+00
9.134859e-03	1.639688e+02	9.381650e+01	1.359171e+03	1.938596e+01	5.827294e-04	1.109770e+00	2.054484e+00
9.134859e-03	1.639688e+02	7.902107e+02	6.576338e+02	1.938596e+01	5.827294e-04	1.109770e+00	2.054484e+00
9.134859e-03	1.639688e+02	7.902107e+02	1.359171e+03	2.738393e+01	5.827294e-04	1.109770e+00	2.054484e+00
1.152046e-02	1.640857e+02	7.902107e+02	1.359171e+03	1.938596e+01	4.290510e-04	1.109770e+00	2.054484e+00
9.134859e-03	1.639688e+02	7.902107e+02	1.359171e+03	1.938596e+01	5.827294e-04	9.660999e-01	2.054484e+00
9.134859e-03	1.639688e+02	7.902107e+02	1.359171e+03	1.938596e+01	5.827294e-04	1.109770e+00	1.334006e+00
9.134859e-03	1.639688e+02	7.902107e+02	1.359171e+03	1.938596e+01	5.827294e-04	1.109770e+00	2.054484e+00
9.134859e-03	1.639688e+02	2.679311e+02	1.006307e+03	7.475497e+01	7.922986e-04	1.725890e+00	8.638440e-01
9.134859e-03	1.639688e+02	4.479580e+02	1.006307e+03	7.475497e+01	7.922986e-04	1.725890e+00	8.638440e-01
9.134859e-03	1.639688e+02	2.679311e+02	1.018211e+03	7.475497e+01	7.922986e-04	1.725890e+00	8.638440e-01
9.134859e-03	1.639688e+02	2.679311e+02	1.006307e+03	3.134849e+01	7.922986e-04	1.725890e+00	8.638440e-01
9.134859e-03	1.639688e+02	2.679311e+02	1.006307e+03	7.475497e+01	8.000197e-04	1.725890e+00	8.638440e-01
9.134859e-03	1.639688e+02	2.679311e+02	1.006307e+03	7.475497e+01	7.922986e-04	1.872266e-01	8.638440e-01
9.134859e-03	1.639688e+02	2.679311e+02	1.006307e+03	7.475497e+01	7.922986e-04	1.725890e+00	3.162612e+00
9.134859e-03	1.639688e+02	2.679311e+02	1.018211e+03	3.134849e+01	8.000197e-04	1.872266e-01	3.162612e+00
9.134859e-03	1.639688e+02	4.479580e+02	1.006307e+03	3.134849e+01	8.000197e-04	1.872266e-01	3.162612e+00
9.134859e-03	1.639688e+02	4.479580e+02	1.018211e+03	7.475497e+01	8.000197e-04	1.872266e-01	3.162612e+00
9.134859e-03	1.639688e+02	4.479580e+02	1.018211e+03	3.134849e+01	7.922986e-04	1.872266e-01	3.162612e+00
9.134859e-03	1.639688e+02	4.479580e+02	1.018211e+03	3.134849e+01	8.000197e-04	1.725890e+00	3.162612e+00
9.134859e-03	1.639688e+02	4.479580e+02	1.018211e+03	3.134849e+01	8.000197e-04	1.872266e-01	8.638440e-01
9.134859e-03	1.639688e+02	4.479580e+02	1.018211e+03	3.134849e+01	8.000197e-04	1.872266e-01	3.162612e+00
1.006805e-01	1.684545e+02	8.616549e+02	7.816507e+02	2.120174e+01	2.314224e-05	3.120335e+00	2.793610e+00
1.006805e-01	1.684545e+02	5.590371e+02	7.816507e+02	2.120174e+01	2.314224e-05	3.120335e+00	2.793610e+00
1.006805e-01	1.684545e+02	8.616549e+02	7.770906e+02	2.120174e+01	2.314224e-05	3.120335e+00	2.793610e+00
1.006805e-01	1.684545e+02	8.616549e+02	7.816507e+02	7.686735e+01	2.314224e-05	3.120335e+00	2.793610e+00
9.134859e-03	1.639688e+02	8.616549e+02	7.816507e+02	2.120174e+01	4.860017e-04	3.120335e+00	2.793610e+00
1.006805e-01	1.684545e+02	8.616549e+02	7.816507e+02	2.120174e+01	2.314224e-05	2.265538e+00	2.793610e+00
1.006805e-01	1.684545e+02	8.616549e+02	7.816507e+02	2.120174e+01	2.314224e-05	3.120335e+00	3.009690e-01
9.134859e-03	1.639688e+02	8.616549e+02	7.770906e+02	7.686735e+01	4.860017e-04	2.265538e+00	3.009690e-01
9.134859e-03	1.639688e+02	5.590371e+02	7.816507e+02	7.686735e+01	4.860017e-04	2.265538e+00	3.009690e-01
9.134859e-03	1.639688e+02	5.590371e+02	7.770906e+02	2.120174e+01	4.860017e-04	2.265538e+00	3.009690e-01
1.006805e-01	1.684545e+02	5.590371e+02	7.770906e+02	7.686735e+01	2.314224e-05	2.265538e+00	3.009690e-01
9.134859e-03	1.639688e+02	5.590371e+02	7.770906e+02	7.686735e+01	4.860017e-04	3.120335e+00	3.009690e-01
9.134859e-03	1.639688e+02	5.590371e+02	7.770906e+02	7.686735e+01	4.860017e-04	2.265538e+00	2.793610e+00
9.134859e-03	1.639688e+02	5.590371e+02	7.770906e+02	7.686735e+01	4.860017e-04	2.265538e+00	3.009690e-01
